,Address,latitude,longitude
385,"Garncarska, 61-714 Poznań, Poland",52.406052,16.9215916
386,"Garsteckiego, 60-682 Poznań, Poland",52.4498536,16.9226878
387,"Gąsawska, 61-038 Poznań, Poland",52.41284899999999,16.9793763
388,"Gąsiorowskich, 61-001 Poznań, Poland",52.398714,16.906352
389,"Gdańska, 61-001 Poznań, Poland",52.4122261,16.9535073
390,"Gdyńska, Poznań, Poland",52.4565514,16.9842152
391,"Geodetów, 60-447 Poznań, Poland",52.4304541,16.8200369
392,"Gerberowa, 60-175 Poznań, Poland",52.382886,16.8223219
393,"Gęsia, 60-161 Poznań, Poland",52.3826822,16.8585245
394,"Gieburowskiego, 60-682 Poznań, Poland",52.4492862,16.9156721
395,"Gieorgija Dobrowolskiego, 61-001 Poznań, Poland",52.4389669,16.9425903
396,"Giżycka, 60-161 Poznań, Poland",52.3831332,16.8593051
397,"Gladiolowa, 60-175 Poznań, Poland",52.3824978,16.8189275
398,"Gładka, 61-371 Poznań, Poland",52.3702459,16.9411618
399,"Głazowa, 61-001 Poznań, Poland",52.3742775,16.8869311
400,"Głęboka, 61-001 Poznań, Poland",52.3966727,16.9255139
401,"Glebowa, Poznań, Poland",52.357211,17.0167618
402,"Glinianki, Poznań, Poland",52.3655483,16.8612564
403,"Glinienko, Poznań, Poland",52.4922331,16.9115712
404,"Glinno, 61-680 Poznań, Poland",52.4903311,16.9111776
405,"Gliwicka, 61-001 Poznań, Poland",52.3620619,16.8920594
406,"Głogowa, 61-001 Poznań, Poland",52.3686018,16.8932457
407,"Głogowska, Poznań, Poland",52.3760139,16.8720076
408,"Głowicka, 60-184 Poznań, Poland",52.4055435,16.8218182
409,"Główieniec, 61-056 Poznań, Poland",52.4102271,17.0381654
410,"Głuchowska, Poznań, Poland",52.3702985,16.8714139
411,"Głuszyna, 61-329 Poznań, Poland",52.3191814,16.9519896
412,"Gminna, 61-313 Poznań, Poland",52.3505373,17.0281998
413,"Gniewka, 61-063 Poznań, Poland",52.403836,17.0191553
414,"Gniewska, 60-454 Poznań, Poland",52.4392108,16.8231378
415,"Gnieźnieńska, Poznań, Poland",52.43116120000001,17.0142357
416,"Gołdapska, 60-461 Poznań, Poland",52.4563424,16.8453757
417,"Gołębia, 61-001 Poznań, Poland",52.4065851,16.9333662
418,"Golęcińska, Poznań, Poland",52.4346908,16.8819104
419,"Goleniowska, 60-189 Poznań, Poland",52.4111325,16.8257009
420,"Goleszowska, 61-434 Poznań, Poland",52.3663909,16.8974903
421,"Gołężycka, Poznań, Poland",52.3648049,16.9498082
422,"Gołuchowska, 60-103 Poznań, Poland",52.36895149999999,16.8787859
423,"Goplańska, 61-001 Poznań, Poland",52.4073478,16.9891651
424,"Gorajska, Poznań, Poland",52.4310467,16.8319174
425,"Góralska, Poznań, Poland",52.4267289,16.9003662
426,"Góra Przemysła, 61-001 Poznań, Poland",52.4088417,16.9316228
427,"Gorczycowa, 61-680 Poznań, Poland",52.47993779999999,16.9469671
428,"Górczyńska, 61-001 Poznań, Poland",52.3866321,16.8854722
429,"Górecka, 61-001 Poznań, Poland",52.3794997,16.8970851
430,"Górki, 61-001 Poznań, Poland",52.3842261,16.8924926
431,"Gorlicka, 61-316 Poznań, Poland",52.3432378,16.9768532
432,"Górna Wilda, 61-001 Poznań, Poland",52.396659,16.9246759
433,"Górnicza, 61-001 Poznań, Poland",52.3826331,16.8720885
434,"Górska, 61-059 Poznań, Poland",52.4154654,17.043528
435,"Gorzowska, 60-189 Poznań, Poland",52.4123847,16.8180673
436,"Gorzyńska, Poznań, Poland",52.4332478,16.8154643
437,"Gorzysława, 61-001 Poznań, Poland",52.40735189999999,17.0318382
438,"Gościnna, 61-313 Poznań, Poland",52.3488303,17.032638
439,"Gospodarska, Poznań, Poland",52.3476554,17.0275559
440,"Gostyńska, Poznań, Poland",52.37228160000001,16.8761238
441,"Goździkowa, 60-175 Poznań, Poland",52.3824693,16.8308187
442,"Grąbczowska, 60-189 Poznań, Poland",52.41163419999999,16.8230517
443,"Grabowa, 61-473 Poznań, Poland",52.3730511,16.9006158
444,"Grabowska, 60-161 Poznań, Poland",52.3850262,16.8533322
445,"Grajewska, 60-461 Poznań, Poland",52.45585440000001,16.851183
446,"Granatowa, 61-680 Poznań, Poland",52.4703223,16.9559589
447,"Graniczna, 61-001 Poznań, Poland",52.3963121,16.9045989
448,"Graniowa, 60-113 Poznań, Poland",52.3767712,16.8853325
449,"Granowska, Poznań, Poland",52.3712046,16.8671647
450,"Grimma, 60-189 Poznań, Poland",52.4122976,16.8356513
451,"Grobla, 61-001 Poznań, Poland",52.4052659,16.9413359
452,"Grochowe Łąki, 61-001 Poznań, Poland",52.412702,16.9385398
453,"Grochowska, 61-001 Poznań, Poland",52.4019761,16.8758918
454,"Grodnicka, Poznań, Poland",52.4151554,17.0488654
455,"Grodziska, Poznań, Poland",52.4100224,16.8847377
456,"Grójecka, Poznań, Poland",52.3508001,16.9326867
457,"Gromadzka, 61-655 Poznań, Poland",52.4284472,16.9376567
458,"Gronostajowa, 61-065 Poznań, Poland",52.3928479,17.0229769
459,"Gronowa, 61-001 Poznań, Poland",52.4286719,16.9341493
460,"Grotkowska, 60-179 Poznań, Poland",52.3880334,16.8416536
461,"Grottgera, 61-001 Poznań, Poland",52.4014481,16.8984892
462,"Grudziądzka, 60-453 Poznań, Poland",52.43423600000001,16.8176371
463,"Grudzieniec, Poznań, Poland",52.4185726,16.9073296
464,"Gruntowa, 60-008 Poznań, Poland",52.3650832,16.8596879
465,"Grunwaldzka, Poznań, Poland",52.3844397,16.83807
466,"Gruszkowa, 61-474 Poznań, Poland",52.3737963,16.899502
467,"Gryfińska, 60-189 Poznań, Poland",52.4102442,16.8294329
468,"Grzybowa, 61-001 Poznań, Poland",52.3735261,16.9020608
469,"Gubińska, 60-163 Poznań, Poland",52.383306,16.8523999
470,"Guliwera, 60-189 Poznań, Poland",52.4122976,16.8356513
471,"Gwarna, 61-714 Poznań, Poland",52.4080847,16.9214076
472,"Gwiaździsta, 61-001 Poznań, Poland",52.3919851,16.869321
473,"Haber-Włyńskiego, 60-408 Poznań, Poland",52.4238556,16.8514133
474,"Hajduczka, 60-177 Poznań, Poland",52.3925573,16.8376774
475,"Haliny, 61-001 Poznań, Poland",52.4082582,17.0100678
476,"Hallera, 61-001 Poznań, Poland",52.37804200000001,16.8718611
477,"Halna, 60-415 Poznań, Poland",52.4348894,16.8507013
478,"Halszki, 61-680 Poznań, Poland",52.4960078,16.9482522
479,"Hangarowa, 60-409 Poznań, Poland",52.4245774,16.8509023
480,"Hanny Januszewskiej, 60-194 Poznań, Poland",52.4083044,16.8439337
481,"Harcerska, 61-001 Poznań, Poland",52.4206152,16.9707775
482,"Hawelańska, 61-001 Poznań, Poland",52.4362271,16.951442
483,"Heleny Kurcewiczówny, 60-179 Poznań, Poland",52.391729,16.8387922
484,"Heleny Modrzejewskiej, Poznań, Poland",52.4050579,16.8314237
485,"Heleny Rzepeckiej, 60-479 Poznań, Poland",52.4564737,16.8833744
486,"Heleny Szafran, 60-693 Poznań, Poland",52.45065169999999,16.9026423
487,"Helska, 61-013 Poznań, Poland",52.427325,16.9730598
488,"Henryka Arctowskiego, 61-332 Poznań, Poland",52.3325,16.9228085
489,"Henryka Kowalówki, 61-001 Poznań, Poland",52.4397493,16.9555045
490,"Henryka Ułaszyna, 61-001 Poznań, Poland",52.3689288,16.8870748
491,"Herbowa, 60-688 Poznań, Poland",52.4582954,16.9008081
492,"Hercena, 61-001 Poznań, Poland",52.432834,16.9285342
493,"Hetmańska, Poznań, Poland",52.3838118,16.9204071
494,"Heweliusza, 61-001 Poznań, Poland",52.3950658,16.8737937
495,"Hezjoda, Poznań, Poland",52.4438915,16.8784546
496,"Hiacyntowa, Poznań, Poland",52.38044619999999,16.8087653
497,"Hipolita Cegielskiego, 61-001 Poznań, Poland",52.4026266,16.938307
498,"Hlonda, 61-001 Poznań, Poland",52.4206856,16.9620798
499,"Hodowlana, 61-680 Poznań, Poland",52.4747259,16.9083572
500,"Homera, Poznań, Poland",52.4445951,16.8824231
501,"Horacego, 60-461 Poznań, Poland",52.4477871,16.8761206
502,"Hoża, 60-810 Poznań, Poland",52.4130262,16.8762818
503,"Hrubieszowska, Poznań, Poland",52.3576345,16.9403011
504,"Hubalczyków, 61-001 Poznań, Poland",52.44005989999999,16.9616499
505,"Huby Moraskie, 61-680 Poznań, Poland",52.47557519999999,16.923181
506,"Hulewiczów, 60-688 Poznań, Poland",52.45764819999999,16.901707
507,"Husarska, 61-001 Poznań, Poland",52.4010434,16.8744247
508,"Hutnicza, 61-001 Poznań, Poland",52.3780601,16.9092849
509,"Hynka, 60-411 Poznań, Poland",52.4270107,16.8499151
510,"Idzikowskiego, Poznań, Poland",52.42587109999999,16.8555728
511,"Ignacego Domeyki, 61-332 Poznań, Poland",52.336015,16.9208885
512,"Ignacego Kaczmarka, Poznań, Poland",52.4530474,16.8965036
513,"Ignacego Zielewicza, 60-177 Poznań, Poland",52.39316580000001,16.8328864
514,"Ikara, 60-408 Poznań, Poland",52.4232027,16.8557325
515,"Iłłakowiczówny, 61-001 Poznań, Poland",52.4012726,16.8905638
516,"Iłowska, 61-001 Poznań, Poland",52.3708288,16.9939642
517,"Iłżańska, Poznań, Poland",52.35907539999999,16.9459531
518,"Inflancka, Poznań, Poland",52.38840949999999,16.9649975
519,"Inowrocławska, 61-044 Poznań, Poland",52.4125229,16.9870671
520,"Inspektowa, 61-680 Poznań, Poland",52.4734968,16.9075314
521,"Ireneusza Wierzejewskiego, 60-177 Poznań, Poland",52.39311980000001,16.8319734
522,"Irysowa, 60-175 Poznań, Poland",52.3828701,16.8283992
523,"Iwana Bunina, 60-461 Poznań, Poland",52.450837,16.8646494
524,"Iwonicka, Poznań, Poland",52.4510133,16.8833515
525,"Izbicka, 60-451 Poznań, Poland",52.4335023,16.8132435
526,"Jabłonkowska, 61-001 Poznań, Poland",52.36574969999999,16.8993464
527,"Jachtowa, 60-480 Poznań, Poland",52.47591749999999,16.772557
528,"Jacka Malczewskiego, 61-407 Poznań, Poland",52.36133419999999,16.8800791
529,"Jackowskiego, 61-001 Poznań, Poland",52.4101537,16.8965467
530,"Jagodowa, 61-001 Poznań, Poland",52.36925549999999,17.0056169
531,"Jałowcowa, 61-001 Poznań, Poland",52.3751276,16.903021
532,"Jana Baptysty Quadro, 61-001 Poznań, Poland",52.40816479999999,16.933497
533,"Jana Brzechwy, Poznań, Poland",52.4091684,16.8376143
534,"Jana Czekanowskiego, 61-332 Poznań, Poland",52.3351603,16.9207401
535,"Jana Gorczyczewskiego, 61-001 Poznań, Poland",52.40964839999999,16.8928999
536,"Jana Grochmalickiego, 61-606 Poznań, Poland",52.4664724,16.9389369
537,"Jana Kasprowicza, 60-461 Poznań, Poland",52.4521583,16.8611048
538,"Jana Lubrańskiego, 61-001 Poznań, Poland",52.4130492,16.9472465
539,"Jana Ludygi-Laskowskiego, 61-001 Poznań, Poland",52.3581291,16.8913145
540,"Jana Maklakiewicza, 60-189 Poznań, Poland",52.41143,16.8341586
541,"Jana Piekałkiewicza, 61-001 Poznań, Poland",52.44005569999999,16.9604185
542,"Jana Skrzetuskiego, 60-179 Poznań, Poland",52.3920142,16.8384067
543,"Janickiego, Poznań, Poland",52.4174619,16.8957001
544,"Janikowska, Poznań, Poland",52.4344627,17.0125092
545,"Janisławy, 61-001 Poznań, Poland",52.4076441,17.0294433
546,"Janiszewskiego, 61-414 Poznań, Poland",52.3653296,16.8847619
547,"Janosika, 60-195 Poznań, Poland",52.40682289999999,16.8377869
548,"Janowo, 61-680 Poznań, Poland",52.4891888,16.9123981
549,"Janowska, 61-321 Poznań, Poland",52.3402457,16.9834249
550,"Jaraczewska, 60-103 Poznań, Poland",52.3692667,16.8787055
551,"Jarochowskiego, 61-001 Poznań, Poland",52.39132290000001,16.8904848
552,"Jarocińska, 60-468 Poznań, Poland",52.45403520000001,16.848014
553,"Jaroczyńskiego, Poznań, Poland",52.4536812,16.9066803
554,"Jaromińska, 61-001 Poznań, Poland",52.40842439999999,17.0358351
555,"Jaromira, 61-001 Poznań, Poland",52.4090467,17.0203956
556,"Jarosława Maciejewskiego, 61-606 Poznań, Poland",52.4672813,16.9368316
557,"Jarosławska, Poznań, Poland",52.33704909999999,16.9909563
558,"Jarowa, 61-602 Poznań, Poland",52.4670731,16.9537747
559,"Jarzębowa, 61-001 Poznań, Poland",52.3672578,16.8931934
560,"Jasielska, Poznań, Poland",52.4441582,16.8931273
561,"Jaskiniowa, 61-001 Poznań, Poland",52.3767131,16.8853595
562,"Jaskółcza, 61-001 Poznań, Poland",52.4062644,16.9318391
563,"Jaśminowa, 61-001 Poznań, Poland",52.3678481,16.8993281
564,"Jasna, 60-810 Poznań, Poland",52.4107865,16.8657963
565,"Jasna Rola, 61-001 Poznań, Poland",52.4554967,16.9404469
566,"Jasne Błonie, 61-601 Poznań, Poland",52.4664101,16.9503023
567,"Jaspisowa, 61-680 Poznań, Poland",52.4700356,16.9584948
568,"Jastarnicka, 60-473 Poznań, Poland",52.4534096,16.8814812
569,"Jastrowska, Poznań, Poland",52.46089629999999,16.8479422
570,"Jastrzębia, 61-001 Poznań, Poland",52.3878655,16.9476579
571,"Jawornicka, Poznań, Poland",52.3857718,16.8602864
572,"Jaworowa, 61-001 Poznań, Poland",52.3698701,16.9049501
573,"Jęczmienna, 61-001 Poznań, Poland",52.42602729999999,16.9237612
574,"Jędrzejowska, Poznań, Poland",52.3575855,16.9338917
575,"Jeleniogórska, Poznań, Poland",52.3926255,16.8461367
576,"Jelitkowska, 60-446 Poznań, Poland",52.4382183,16.8171545
577,"Jemiołowa, 61-680 Poznań, Poland",52.485816,16.9449903
578,"Jerzego Różyckiego, 61-421 Poznań, Poland",52.36879339999999,16.8856242
579,"Jesienna, 61-001 Poznań, Poland",52.4092438,16.875399
580,"Jesionowa, 61-001 Poznań, Poland",52.3688704,16.8939176
581,"Jeziorańska, 60-461 Poznań, Poland",52.4566222,16.8476179
582,"Jeżycka, Poznań, Poland",52.4151219,16.9105734
583,"Jeżynowa, 61-306 Poznań, Poland",52.3693626,17.0352131
584,"Jodłowa, 61-001 Poznań, Poland",52.3706031,16.8960339
585,"Jordana, 61-001 Poznań, Poland",52.3924725,16.9350837
586,"Józefa Burszty, 61-001 Poznań, Poland",52.36749390000001,16.889289
587,"Józefa Edwarda Grobelnego, 60-177 Poznań, Poland",52.3913193,16.8342843
588,"Józefa Kostrzewskiego, 61-001 Poznań, Poland",52.4459886,16.9165166
589,"Józefa Paczoskiego, 61-606 Poznań, Poland",52.4688378,16.9383183
590,"Józefa Rymera, 61-001 Poznań, Poland",52.3576221,16.8896945
591,"Józefa Strusia, 61-001 Poznań, Poland",52.3966999,16.9036399
592,"Józwy Butryma, 60-177 Poznań, Poland",52.3936248,16.8362911
593,"Jugosłowiańska, Poznań, Poland",52.391454,16.8657064
594,"Juliusza Osterwy, 60-184 Poznań, Poland",52.4052832,16.830713
595,"Junacka, 61-001 Poznań, Poland",52.3891425,16.8682336
596,"Junikowska, Poznań, Poland",52.3828516,16.8486683
597,"Juracka, 61-001 Poznań, Poland",52.3949885,16.9451862
598,"Juranda, 61-612 Poznań, Poland",52.4540391,16.9550687
599,"Juraszów, 61-001 Poznań, Poland",52.4407229,16.9078347
600,"Jutrosińska, 60-166 Poznań, Poland",52.38243989999999,16.8363494
601,"Jutrzenka, 61-001 Poznań, Poland",52.4103594,16.8779814
602,"Juwenalisa, 60-461 Poznań, Poland",52.4488996,16.8748474
603,"Kącik, 60-732 Poznań, Poland",52.393885,16.9020426
604,"Kacza, 60-161 Poznań, Poland",52.3819409,16.8615313
605,"Kaczeńcowa, 60-175 Poznań, Poland",52.3787061,16.8211636
606,"Kadecka, 61-001 Poznań, Poland",52.390541,16.8683513
607,"Kajakowa, 60-480 Poznań, Poland",52.47593579999999,16.7745595
608,"Kajki, 60-573 Poznań, Poland",52.4191106,16.8901317
609,"Kalinowa, 61-001 Poznań, Poland",52.3675016,16.9031802
610,"Kaliowa, 60-175 Poznań, Poland",52.3826484,16.8265844
611,"Kaliska, 61-001 Poznań, Poland",52.4007724,16.955658
612,"Kamienicka, 60-164 Poznań, Poland",52.3802733,16.8489236
613,"Kamienna, 61-423 Poznań, Poland",52.3726555,16.888274
614,"Kamiennogórska, 60-179 Poznań, Poland",52.3926255,16.8461367
615,"Kamieńska, 61-059 Poznań, Poland",52.4144707,17.0444442
616,"Kanałowa, 61-001 Poznań, Poland",52.3976025,16.9044051
617,"Kanclerska, 61-001 Poznań, Poland",52.4007908,16.8710346
618,"Kantaka, 61-714 Poznań, Poland",52.4072853,16.9229959
619,"Kąpielowa, 60-480 Poznań, Poland",52.47431659999999,16.7744149
620,"Kapitańska, 60-480 Poznań, Poland",52.4757273,16.7679807
621,"Karawelowa, 60-480 Poznań, Poland",52.4739166,16.7698428
622,"Karbowska, 61-001 Poznań, Poland",52.4356708,16.9448012
623,"Kargowska, 61-001 Poznań, Poland",52.3909393,16.8763947
624,"Karkonoska, 60-415 Poznań, Poland",52.4338347,16.8569874
625,"Karlińska, 60-453 Poznań, Poland",52.4344404,16.8285511
626,"Karmelicka, 61-001 Poznań, Poland",52.3999205,16.9331887
627,"Karola Bunscha, 60-461 Poznań, Poland",52.4522521,16.8629468
628,"Karola Irzykowskiego, 60-461 Poznań, Poland",52.45345,16.8601685
629,"Karpacka, Poznań, Poland",52.4353228,16.8485961
630,"Karpia, 61-001 Poznań, Poland",52.443512,16.9576832
631,"Karpicka, 61-001 Poznań, Poland",52.37847780000001,16.8829657
632,"Karsińska, 60-446 Poznań, Poland",52.4294501,16.8208597
633,"Kartuska, Poznań, Poland",52.4525532,16.8784653
634,"Karwieńska, 60-476 Poznań, Poland",52.44450459999999,16.8871101
635,"Karwowskiego, 61-001 Poznań, Poland",52.3929971,16.9039281
636,"Kasprzaka, 61-001 Poznań, Poland",52.39177,16.8940718
637,"Kassyusza, 61-001 Poznań, Poland",52.41242210000001,16.8944488
638,"Kastylijska, 61-001 Poznań, Poland",52.4444234,16.9296429
639,"Kasztanowa, 61-001 Poznań, Poland",52.3657914,16.9083077
640,"Kasztelańska, Poznań, Poland",52.397686,16.8666959
641,"Kaszubska, Poznań, Poland",52.4248081,16.8985074
642,"Katalońska, 61-615 Poznań, Poland",52.4450417,16.9297343
643,"Katowicka, 61-001 Poznań, Poland",52.3977423,16.9650684
644,"Kazimierza Ajdukiewicza, 61-606 Poznań, Poland",52.4645946,16.9392523
645,"Kazimierza Brossa, Poznań, Poland",52.3921751,16.8323052
646,"Kazimierza Wielkiego, 61-001 Poznań, Poland",52.4017827,16.9391556
647,"Kcyńska, 61-046 Poznań, Poland",52.4142709,16.9841833
648,"Kępa, 61-021 Poznań, Poland",52.4200234,16.993684
649,"Kępińska, 60-103 Poznań, Poland",52.373048,16.8796912
650,"Keplera, Poznań, Poland",52.3903201,16.8642119
651,"Ketlinga, 60-177 Poznań, Poland",52.3931048,16.8341615
652,"Kiedacza, 61-001 Poznań, Poland",52.3695276,16.8853029
653,"Kielecka, Poznań, Poland",52.3569062,16.9471449
654,"Kiemliczów, Poznań, Poland",52.3941678,16.8322294
655,"Kierska, 62-090 Poznań, Poland",52.49103419999999,16.7736452
656,"Kilińskiego, 61-001 Poznań, Poland",52.3911402,16.9191837
657,"Kircholmska, 61-001 Poznań, Poland",52.3979302,16.8799731
658,"Klasztorna, 61-001 Poznań, Poland",52.4074343,16.9351056
659,"Kleeberga, 61-615 Poznań, Poland",52.4451531,16.9386679
660,"Klenowska, 61-001 Poznań, Poland",52.3763404,16.9848018
661,"Klimontowska, 61-333 Poznań, Poland",52.3390751,16.9233241
662,"Klin, Poznań, Poland",52.4179069,16.9137923
663,"Klonowa, 61-001 Poznań, Poland",52.3707344,16.9066774
664,"Klonowica, 61-001 Poznań, Poland",52.3976488,16.9011879
665,"Kłońska, 61-001 Poznań, Poland",52.3783326,16.9915913
666,"Kłosowa, 61-001 Poznań, Poland",52.4367136,16.9433338
667,"Kluczborska, 61-001 Poznań, Poland",52.3613862,16.8934818
668,"Kłuszyńska, 61-001 Poznań, Poland",52.3886192,16.8727858
669,"Kmicica, 60-177 Poznań, Poland",52.3944984,16.8352051
670,"Kmieca, 61-001 Poznań, Poland",52.4279269,16.9402431
671,"Kminkowa, 61-680 Poznań, Poland",52.4977469,16.947106
672,"Knapowskiego, 61-001 Poznań, Poland",52.3848216,16.8888023
673,"Knyszyn, 61-680 Poznań, Poland",52.4897937,16.9105428
674,"Kobylepole, 61-065 Poznań, Poland",52.3909441,17.0187125
675,"Kobylińska, 61-001 Poznań, Poland",52.3751759,16.8888442
676,"Kocankowa, 61-680 Poznań, Poland",52.48586969999999,16.9443712
677,"Kochanowskiego, Poznań, Poland",52.411466,16.9094909
678,"Kociewska, 60-456 Poznań, Poland",52.4374659,16.8114471
679,"Kocjana, 61-001 Poznań, Poland",52.4177195,16.8606219
680,"Kokosowa, 61-601 Poznań, Poland",52.4635323,16.9518656
681,"Kolbuszowska, Poznań, Poland",52.34390339999999,16.9665064
682,"Kolejowa, 61-001 Poznań, Poland",52.3930073,16.9053636
683,"Kołłątaja, 61-001 Poznań, Poland",52.36510269999999,16.8837588
684,"Kołobrzeska, Poznań, Poland",52.43307129999999,16.8397434
685,"Kołodzieja, Poznań, Poland",52.4352232,17.007016
686,"Kolska, 61-055 Poznań, Poland",52.4113562,16.9909801
687,"Komandorska, 60-480 Poznań, Poland",52.47643240000001,16.7690113
688,"Komornicka, Poznań, Poland",52.36961770000001,16.8666424
689,"Konarowa, 61-001 Poznań, Poland",52.3706212,16.9052411
690,"Konarskiego, 61-001 Poznań, Poland",52.4115039,16.9600449
691,"Konarzewska, Poznań, Poland",52.3702555,16.869437
692,"Konatkowskiej, 60-465 Poznań, Poland",52.45502699999999,16.8900883
693,"Konfederacka, 61-001 Poznań, Poland",52.39709939999999,16.872249
694,"Konińska, 61-041 Poznań, Poland",52.4107231,16.9911423
695,"Konopna, Poznań, Poland",52.46636030000001,16.9708895
696,"Konopnickiej, 60-771 Poznań, Poland",52.4033066,16.9034877
697,"Konstantego Hrynakowskiego, 60-177 Poznań, Poland",52.3932656,16.8322895
698,"Konwaliowa, 61-001 Poznań, Poland",52.3706162,16.9127548
699,"Kopanina, Poznań, Poland",52.37853699999999,16.8621704
700,"Kopciuszka, 60-189 Poznań, Poland",52.4121694,16.838336
701,"Kopcowa, 61-601 Poznań, Poland",52.4649324,16.9498519
702,"Kopczyńskiego, 61-001 Poznań, Poland",52.4492802,16.9089035
703,"Kopernika, 61-001 Poznań, Poland",52.40265340000001,16.932829
704,"Koprowa, 61-601 Poznań, Poland",52.4645847,16.9472296
705,"Koprzywnicka, 61-351 Poznań, Poland",52.3563307,16.9501312
706,"Kopy, 60-411 Poznań, Poland",52.4262494,16.8494167
707,"Kopylnik, Poznań, Poland",52.3040279,16.9801586
708,"Koralowa, 61-001 Poznań, Poland",52.40998769999999,16.970051
709,"Korbielowska, 61-341 Poznań, Poland",52.3619936,16.9286823
710,"Korczaka, 61-001 Poznań, Poland",52.35917730000001,16.8842675
711,"Korczyńska, Poznań, Poland",52.3569062,16.9471449
712,"Kordeckiego, 61-001 Poznań, Poland",52.3849448,16.8787058
713,"Korfantego, 61-001 Poznań, Poland",52.3582282,16.890644
714,"Kornela Makuszyńskiego, 60-195 Poznań, Poland",52.4081677,16.8360267
715,"Kórnicka, 61-001 Poznań, Poland",52.4000765,16.9504986
716,"Koronkarska, 61-001 Poznań, Poland",52.4166821,16.9635868
717,"Koronna, 61-001 Poznań, Poland",52.4307537,16.9141011
718,"Koronowska, 61-046 Poznań, Poland",52.4136663,16.9834855
719,"Korwetowa, 60-480 Poznań, Poland",52.4737666,16.7674879
720,"Korzenna, 61-001 Poznań, Poland",52.3721571,16.8892747
721,"Kościańska, Poznań, Poland",52.3756806,16.875868
722,"Kościelna, Poznań, Poland",52.41560029999999,16.9056375
723,"Kościelskiego, 60-573 Poznań, Poland",52.4177231,16.8882069
724,"Kościerzyńska, Poznań, Poland",52.4361605,16.8159266
725,"Kościuszki, 61-001 Poznań, Poland",52.4057745,16.9201938
726,"Kosiarzy, Poznań, Poland",52.4336729,17.0053824
727,"Kosińskiego, 61-001 Poznań, Poland",52.3891322,16.9155228
728,"Kosowska, 60-464 Poznań, Poland",52.45501059999999,16.8767806
729,"Kossaka, 61-001 Poznań, Poland",52.3998314,16.8975621
730,"Kostrzyńska, Poznań, Poland",52.4118332,16.9878821
731,"Kosynierska, 61-001 Poznań, Poland",52.3863147,16.887204
732,"Koszalińska, Poznań, Poland",52.4553885,16.8417669
733,"Kotarbińskiego, 61-001 Poznań, Poland",52.3640638,16.8903289
734,"Kotlarska, 61-001 Poznań, Poland",52.4207232,16.9651544
735,"Kotlińska, 60-103 Poznań, Poland",52.36895149999999,16.8787859
736,"Kotowo, 60-009 Poznań, Poland",52.3571768,16.8560695
737,"Kotwicza, 61-344 Poznań, Poland",52.3543665,16.9313824
738,"Kowalewicka, Poznań, Poland",52.3641477,16.8499107
739,"Kowalska, Poznań, Poland",52.4322771,16.9069879
740,"Kowarska, 60-464 Poznań, Poland",52.4581057,16.8700544
741,"Kozia, 61-001 Poznań, Poland",52.4072118,16.9332495
742,"Kozienicka, Poznań, Poland",52.3529,16.9402235
743,"Koziorożca, 61-001 Poznań, Poland",52.3926925,16.9889901
744,"Koźmińska, 60-103 Poznań, Poland",52.3695648,16.8788972
745,"Krajenecka, Poznań, Poland",52.455181,16.8483131
746,"Krakowska, 61-001 Poznań, Poland",52.4003758,16.9318902
747,"Kramarska, 61-001 Poznań, Poland",52.4093047,16.9339004
748,"Krańcowa, Poznań, Poland",52.4117325,16.9788216
749,"Krapkowicka, 60-166 Poznań, Poland",52.3854361,16.8448801
750,"Krasickiego, 61-417 Poznań, Poland",52.36420210000001,16.8819511
751,"Krasińskiego, Poznań, Poland",52.4123011,16.9122155
752,"Kraśnicka, Poznań, Poland",52.3502589,16.9323519
753,"Krasnoludków, 60-189 Poznań, Poland",52.4099257,16.8399025
754,"Kraszewskiego, Poznań, Poland",52.4101849,16.9026695
755,"Krauthofera, 61-001 Poznań, Poland",52.3861937,16.8963285
756,"Kresowa, 61-601 Poznań, Poland",52.4677393,16.9513091
757,"Kręta, 61-160 Poznań, Poland",52.3252877,16.9109344
758,"Krobska, 60-169 Poznań, Poland",52.378305,16.8296626
759,"Krokusowa, 60-175 Poznań, Poland",52.38165799999999,16.8284603
760,"Królewny Śnieżki, 60-189 Poznań, Poland",52.4122382,16.8369717
761,"Królewska, 60-688 Poznań, Poland",52.4588856,16.8989855
762,"Królowej Jadwigi, 61-001 Poznań, Poland",52.3997872,16.9302429
763,"Krośnieńska, 60-161 Poznań, Poland",52.3842426,16.8568069
764,"Krośniewicka, 61-001 Poznań, Poland",52.411069,17.038615
765,"Krótka, 61-001 Poznań, Poland",52.422314,16.9704709
766,"Krotoszyńska, Poznań, Poland",52.3605787,16.9746177
767,"Krucza, Poznań, Poland",52.38426010000001,16.9481137
768,"Kruszwicka, 61-046 Poznań, Poland",52.4131831,16.9835023
769,"Krwawnikowa, 61-680 Poznań, Poland",52.4887858,16.9395219
770,"Kryłowa, 60-195 Poznań, Poland",52.4068227,16.8363344
771,"Krynicka, Poznań, Poland",52.4502272,16.8842594
772,"Krysiewicza, 61-001 Poznań, Poland",52.4045005,16.930022
773,"Kryształowa, 61-680 Poznań, Poland",52.47018809999999,16.9542167
774,"Krzepicka, 60-167 Poznań, Poland",52.3764744,16.8411397
775,"Krzesiny, Poznań, Poland",52.3396443,16.9850242
776,"Krzeszowicka, 60-003 Poznań, Poland",52.36822249999999,16.8342283
